image_name,class_id,angle,background
03-05-V1-B.png,03,V1,B
03-05-V1-W.png,03,V1,W
03-05-V2-B.png,03,V2,B
03-05-V2-W.png,03,V2,W
03-06-V1-B.png,03,V1,B
03-06-V1-W.png,03,V1,W
03-06-V2-B.png,03,V2,B
03-06-V2-W.png,03,V2,W
03-07-V1-B.png,03,V1,B
03-07-V1-W.png,03,V1,W
03-07-V2-B.png,03,V2,B
03-07-V2-W.png,03,V2,W
03-08-V1-B.png,03,V1,B
03-08-V1-W.png,03,V1,W
03-08-V2-B.png,03,V2,B
03-08-V2-W.png,03,V2,W
03-09-V1-B.png,03,V1,B
03-09-V1-W.png,03,V1,W
03-09-V2-B.png,03,V2,B
03-09-V2-W.png,03,V2,W
03-10-V1-B.png,03,V1,B
03-10-V1-W.png,03,V1,W
03-10-V2-B.png,03,V2,B
03-10-V2-W.png,03,V2,W
04-01-V1-B.png,04,V1,B
04-01-V1-W.png,04,V1,W
04-01-V2-B.png,04,V2,B
04-01-V2-W.png,04,V2,W
04-02-V1-B.png,04,V1,B
04-02-V1-W.png,04,V1,W
04-02-V2-B.png,04,V2,B
04-02-V2-W.png,04,V2,W
04-03-V1-B.png,04,V1,B
04-03-V1-W.png,04,V1,W
04-03-V2-B.png,04,V2,B
04-03-V2-W.png,04,V2,W
04-04-V1-B.png,04,V1,B
04-04-V1-W.png,04,V1,W
04-04-V2-B.png,04,V2,B
04-04-V2-W.png,04,V2,W
04-05-V1-B.png,04,V1,B
04-05-V1-W.png,04,V1,W
04-05-V2-B.png,04,V2,B
04-05-V2-W.png,04,V2,W
04-06-V1-B.png,04,V1,B
04-06-V1-W.png,04,V1,W
04-06-V2-B.png,04,V2,B
04-06-V2-W.png,04,V2,W
04-07-V1-B.png,04,V1,B
04-07-V1-W.png,04,V1,W
04-07-V2-B.png,04,V2,B
04-07-V2-W.png,04,V2,W
04-08-V1-B.png,04,V1,B
04-08-V1-W.png,04,V1,W
04-08-V2-B.png,04,V2,B
04-08-V2-W.png,04,V2,W
04-09-V1-B.png,04,V1,B
04-09-V1-W.png,04,V1,W
04-09-V2-B.png,04,V2,B
04-09-V2-W.png,04,V2,W
04-10-V1-B.png,04,V1,B
04-10-V1-W.png,04,V1,W
04-10-V2-B.png,04,V2,B
04-10-V2-W.png,04,V2,W
05-01-V1-B.png,05,V1,B
05-01-V1-W.png,05,V1,W
05-01-V2-B.png,05,V2,B
05-01-V2-W.png,05,V2,W
05-02-V1-B.png,05,V1,B
05-02-V1-W.png,05,V1,W
05-02-V2-B.png,05,V2,B
05-02-V2-W.png,05,V2,W
05-03-V1-B.png,05,V1,B
05-03-V1-W.png,05,V1,W
05-03-V2-B.png,05,V2,B
05-03-V2-W.png,05,V2,W
05-04-V1-B.png,05,V1,B
05-04-V1-W.png,05,V1,W
05-04-V2-B.png,05,V2,B
05-04-V2-W.png,05,V2,W
05-05-V1-B.png,05,V1,B
05-05-V1-W.png,05,V1,W
05-05-V2-B.png,05,V2,B
05-05-V2-W.png,05,V2,W
05-06-V1-B.png,05,V1,B
05-06-V1-W.png,05,V1,W
05-06-V2-B.png,05,V2,B
05-06-V2-W.png,05,V2,W
05-07-V1-B.png,05,V1,B
05-07-V1-W.png,05,V1,W
05-07-V2-B.png,05,V2,B
05-07-V2-W.png,05,V2,W
05-08-V1-B.png,05,V1,B
05-08-V1-W.png,05,V1,W
05-08-V2-B.png,05,V2,B
05-08-V2-W.png,05,V2,W
05-09-V1-B.png,05,V1,B
05-09-V1-W.png,05,V1,W
05-09-V2-B.png,05,V2,B
05-09-V2-W.png,05,V2,W
05-10-V1-B.png,05,V1,B
05-10-V1-W.png,05,V1,W
05-10-V2-B.png,05,V2,B
05-10-V2-W.png,05,V2,W
06-01-V1-B.png,06,V1,B
06-01-V1-W.png,06,V1,W
06-01-V2-B.png,06,V2,B
06-01-V2-W.png,06,V2,W
06-02-V1-B.png,06,V1,B
06-02-V1-W.png,06,V1,W
06-02-V2-B.png,06,V2,B
06-02-V2-W.png,06,V2,W
06-03-V1-B.png,06,V1,B
06-03-V1-W.png,06,V1,W
06-03-V2-B.png,06,V2,B
06-03-V2-W.png,06,V2,W
06-04-V1-B.png,06,V1,B
06-04-V1-W.png,06,V1,W
06-04-V2-B.png,06,V2,B
06-04-V2-W.png,06,V2,W
06-05-V1-B.png,06,V1,B
06-05-V1-W.png,06,V1,W
06-05-V2-B.png,06,V2,B
06-05-V2-W.png,06,V2,W
06-06-V1-B.png,06,V1,B
06-06-V1-W.png,06,V1,W
06-06-V2-B.png,06,V2,B
06-06-V2-W.png,06,V2,W
06-07-V1-B.png,06,V1,B
06-07-V1-W.png,06,V1,W
06-07-V2-B.png,06,V2,B
06-07-V2-W.png,06,V2,W
06-08-V1-B.png,06,V1,B
06-08-V1-W.png,06,V1,W
06-08-V2-B.png,06,V2,B
06-08-V2-W.png,06,V2,W
06-09-V1-B.png,06,V1,B
06-09-V1-W.png,06,V1,W
06-09-V2-B.png,06,V2,B
06-09-V2-W.png,06,V2,W
06-10-V1-B.png,06,V1,B
06-10-V1-W.png,06,V1,W
06-10-V2-B.png,06,V2,B
06-10-V2-W.png,06,V2,W
07-01-V1-B.png,07,V1,B
07-01-V1-W.png,07,V1,W
07-01-V2-B.png,07,V2,B
07-01-V2-W.png,07,V2,W
07-02-V1-B.png,07,V1,B
07-02-V1-W.png,07,V1,W
07-02-V2-B.png,07,V2,B
07-02-V2-W.png,07,V2,W
07-03-V1-B.png,07,V1,B
07-03-V1-W.png,07,V1,W
07-03-V2-B.png,07,V2,B
07-03-V2-W.png,07,V2,W
07-04-V1-B.png,07,V1,B
07-04-V1-W.png,07,V1,W
07-04-V2-B.png,07,V2,B
07-04-V2-W.png,07,V2,W
07-05-V1-B.png,07,V1,B
07-05-V1-W.png,07,V1,W
07-05-V2-B.png,07,V2,B
07-05-V2-W.png,07,V2,W
07-06-V1-B.png,07,V1,B
07-06-V1-W.png,07,V1,W
07-06-V2-B.png,07,V2,B
07-06-V2-W.png,07,V2,W
07-07-V1-B.png,07,V1,B
07-07-V1-W.png,07,V1,W
07-07-V2-B.png,07,V2,B
07-07-V2-W.png,07,V2,W
07-08-V1-B.png,07,V1,B
07-08-V1-W.png,07,V1,W
07-08-V2-B.png,07,V2,B
07-08-V2-W.png,07,V2,W
07-09-V1-B.png,07,V1,B
07-09-V1-W.png,07,V1,W
07-09-V2-B.png,07,V2,B
07-09-V2-W.png,07,V2,W
07-10-V1-B.png,07,V1,B
07-10-V1-W.png,07,V1,W
07-10-V2-B.png,07,V2,B
07-10-V2-W.png,07,V2,W
08-01-V1-B.png,08,V1,B
08-01-V1-W.png,08,V1,W
08-01-V2-B.png,08,V2,B
08-01-V2-W.png,08,V2,W
08-02-V1-B.png,08,V1,B
08-02-V1-W.png,08,V1,W
08-02-V2-B.png,08,V2,B
08-02-V2-W.png,08,V2,W
08-03-V1-B.png,08,V1,B
08-03-V1-W.png,08,V1,W
08-03-V2-B.png,08,V2,B
08-03-V2-W.png,08,V2,W
08-04-V1-B.png,08,V1,B
08-04-V1-W.png,08,V1,W
08-04-V2-B.png,08,V2,B
08-04-V2-W.png,08,V2,W
08-05-V1-B.png,08,V1,B
08-05-V1-W.png,08,V1,W
08-05-V2-B.png,08,V2,B
08-05-V2-W.png,08,V2,W
08-06-V1-B.png,08,V1,B
08-06-V1-W.png,08,V1,W
08-06-V2-B.png,08,V2,B
08-06-V2-W.png,08,V2,W
08-07-V1-B.png,08,V1,B
08-07-V1-W.png,08,V1,W
08-07-V2-B.png,08,V2,B
08-07-V2-W.png,08,V2,W
08-08-V1-B.png,08,V1,B
08-08-V1-W.png,08,V1,W
08-08-V2-B.png,08,V2,B
08-08-V2-W.png,08,V2,W
08-09-V1-B.png,08,V1,B
08-09-V1-W.png,08,V1,W
08-09-V2-B.png,08,V2,B
08-09-V2-W.png,08,V2,W
08-10-V1-B.png,08,V1,B
08-10-V1-W.png,08,V1,W
08-10-V2-B.png,08,V2,B
08-10-V2-W.png,08,V2,W
09-01-V1-B.png,09,V1,B
09-01-V1-W.png,09,V1,W
09-01-V2-B.png,09,V2,B
09-01-V2-W.png,09,V2,W
09-02-V1-B.png,09,V1,B
09-02-V1-W.png,09,V1,W
09-02-V2-B.png,09,V2,B
09-02-V2-W.png,09,V2,W
09-03-V1-B.png,09,V1,B
09-03-V1-W.png,09,V1,W
09-03-V2-B.png,09,V2,B
09-03-V2-W.png,09,V2,W
09-04-V1-B.png,09,V1,B
09-04-V1-W.png,09,V1,W
09-04-V2-B.png,09,V2,B
09-04-V2-W.png,09,V2,W
09-05-V1-B.png,09,V1,B
09-05-V1-W.png,09,V1,W
09-05-V2-B.png,09,V2,B
09-05-V2-W.png,09,V2,W
09-06-V1-B.png,09,V1,B
09-06-V1-W.png,09,V1,W
09-06-V2-B.png,09,V2,B
09-06-V2-W.png,09,V2,W
09-07-V1-B.png,09,V1,B
09-07-V1-W.png,09,V1,W
09-07-V2-B.png,09,V2,B
09-07-V2-W.png,09,V2,W
09-08-V1-B.png,09,V1,B
09-08-V1-W.png,09,V1,W
09-08-V2-B.png,09,V2,B
09-08-V2-W.png,09,V2,W
09-09-V1-B.png,09,V1,B
09-09-V1-W.png,09,V1,W
09-09-V2-B.png,09,V2,B
09-09-V2-W.png,09,V2,W
09-10-V1-B.png,09,V1,B
09-10-V1-W.png,09,V1,W
09-10-V2-B.png,09,V2,B
09-10-V2-W.png,09,V2,W
